nohup: ignoring input
[192] bbox_docvqa_id=193 images=69/69 error=True
[693] bbox_docvqa_id=694 images=8/8 error=False
[193] bbox_docvqa_id=194 images=69/69 error=True
[202] bbox_docvqa_id=203 images=21/21 error=True
[194] bbox_docvqa_id=195 images=69/69 error=True
[195] bbox_docvqa_id=196 images=69/69 error=True
[203] bbox_docvqa_id=204 images=21/21 error=True
[196] bbox_docvqa_id=197 images=69/69 error=True
[197] bbox_docvqa_id=198 images=69/69 error=True
[529] bbox_docvqa_id=530 images=6/6 error=False
[694] bbox_docvqa_id=695 images=8/8 error=False
[198] bbox_docvqa_id=199 images=69/69 error=True
[204] bbox_docvqa_id=205 images=21/21 error=True
[199] bbox_docvqa_id=200 images=69/69 error=True
[205] bbox_docvqa_id=206 images=21/21 error=True
[530] bbox_docvqa_id=531 images=6/6 error=False
[695] bbox_docvqa_id=696 images=8/8 error=False
[200] bbox_docvqa_id=201 images=21/21 error=True
[206] bbox_docvqa_id=207 images=21/21 error=True
[207] bbox_docvqa_id=208 images=21/21 error=True
[201] bbox_docvqa_id=202 images=21/21 error=True
[696] bbox_docvqa_id=697 images=8/8 error=False
[324] bbox_docvqa_id=325 images=44/44 error=False
[202] bbox_docvqa_id=203 images=21/21 error=True
[208] bbox_docvqa_id=209 images=21/21 error=True
[203] bbox_docvqa_id=204 images=21/21 error=True
[209] bbox_docvqa_id=210 images=21/21 error=True
[210] bbox_docvqa_id=211 resume_skip=True
[211] bbox_docvqa_id=212 resume_skip=True
[212] bbox_docvqa_id=213 resume_skip=True
[213] bbox_docvqa_id=214 resume_skip=True
[214] bbox_docvqa_id=215 resume_skip=True
[215] bbox_docvqa_id=216 resume_skip=True
[216] bbox_docvqa_id=217 resume_skip=True
[217] bbox_docvqa_id=218 resume_skip=True
[218] bbox_docvqa_id=219 resume_skip=True
[219] bbox_docvqa_id=220 resume_skip=True
[697] bbox_docvqa_id=698 images=8/8 error=False
[204] bbox_docvqa_id=205 images=21/21 error=True
[220] bbox_docvqa_id=221 images=16/16 error=True
[531] bbox_docvqa_id=532 images=6/6 error=False
[205] bbox_docvqa_id=206 images=21/21 error=True
[698] bbox_docvqa_id=699 images=8/8 error=False
[221] bbox_docvqa_id=222 images=16/16 error=True
[137] bbox_docvqa_id=138 images=9/9 error=False
[138] bbox_docvqa_id=139 resume_skip=True
[139] bbox_docvqa_id=140 resume_skip=True
[532] bbox_docvqa_id=533 images=6/6 error=False
[222] bbox_docvqa_id=223 images=16/16 error=True
[206] bbox_docvqa_id=207 images=21/21 error=True
[140] bbox_docvqa_id=141 images=21/21 error=True
[223] bbox_docvqa_id=224 images=16/16 error=True
[207] bbox_docvqa_id=208 images=21/21 error=True
[533] bbox_docvqa_id=534 images=6/6 error=False
[141] bbox_docvqa_id=142 images=21/21 error=True
[224] bbox_docvqa_id=225 images=16/16 error=True
[208] bbox_docvqa_id=209 images=21/21 error=True
[142] bbox_docvqa_id=143 images=21/21 error=True
[225] bbox_docvqa_id=226 images=16/16 error=True
[534] bbox_docvqa_id=535 images=6/6 error=False
[209] bbox_docvqa_id=210 images=21/21 error=True
[210] bbox_docvqa_id=211 resume_skip=True
[211] bbox_docvqa_id=212 resume_skip=True
[212] bbox_docvqa_id=213 resume_skip=True
[213] bbox_docvqa_id=214 resume_skip=True
[214] bbox_docvqa_id=215 resume_skip=True
[215] bbox_docvqa_id=216 resume_skip=True
[216] bbox_docvqa_id=217 resume_skip=True
[217] bbox_docvqa_id=218 resume_skip=True
[218] bbox_docvqa_id=219 resume_skip=True
[219] bbox_docvqa_id=220 resume_skip=True
[143] bbox_docvqa_id=144 images=21/21 error=True
[226] bbox_docvqa_id=227 images=16/16 error=True
[220] bbox_docvqa_id=221 images=16/16 error=True
[535] bbox_docvqa_id=536 images=6/6 error=False
[227] bbox_docvqa_id=228 images=16/16 error=True
[144] bbox_docvqa_id=145 images=21/21 error=True
[221] bbox_docvqa_id=222 images=16/16 error=True
[228] bbox_docvqa_id=229 images=16/16 error=True
[536] bbox_docvqa_id=537 images=6/6 error=False
[145] bbox_docvqa_id=146 images=21/21 error=True
[222] bbox_docvqa_id=223 images=16/16 error=True
[229] bbox_docvqa_id=230 images=16/16 error=True
[230] bbox_docvqa_id=231 resume_skip=True
[231] bbox_docvqa_id=232 resume_skip=True
[232] bbox_docvqa_id=233 resume_skip=True
[233] bbox_docvqa_id=234 resume_skip=True
[234] bbox_docvqa_id=235 resume_skip=True
[235] bbox_docvqa_id=236 resume_skip=True
[236] bbox_docvqa_id=237 resume_skip=True
[237] bbox_docvqa_id=238 resume_skip=True
[238] bbox_docvqa_id=239 resume_skip=True
[239] bbox_docvqa_id=240 resume_skip=True
[146] bbox_docvqa_id=147 images=21/21 error=True
[223] bbox_docvqa_id=224 images=16/16 error=True
[240] bbox_docvqa_id=241 images=11/11 error=True
[537] bbox_docvqa_id=538 images=6/6 error=False
[241] bbox_docvqa_id=242 images=11/11 error=True
[224] bbox_docvqa_id=225 images=16/16 error=True
[147] bbox_docvqa_id=148 images=21/21 error=True
[242] bbox_docvqa_id=243 images=11/11 error=True
[225] bbox_docvqa_id=226 images=16/16 error=True
[538] bbox_docvqa_id=539 images=6/6 error=False
[243] bbox_docvqa_id=244 images=11/11 error=True
[148] bbox_docvqa_id=149 images=21/21 error=True
[226] bbox_docvqa_id=227 images=16/16 error=True
[244] bbox_docvqa_id=245 images=11/11 error=True
[149] bbox_docvqa_id=150 images=21/21 error=True
[245] bbox_docvqa_id=246 images=11/11 error=True
[227] bbox_docvqa_id=228 images=16/16 error=True
[246] bbox_docvqa_id=247 images=11/11 error=True
[228] bbox_docvqa_id=229 images=16/16 error=True
[247] bbox_docvqa_id=248 images=11/11 error=True
[699] bbox_docvqa_id=700 images=48/48 error=False
[229] bbox_docvqa_id=230 images=16/16 error=True
[230] bbox_docvqa_id=231 resume_skip=True
[231] bbox_docvqa_id=232 resume_skip=True
[232] bbox_docvqa_id=233 resume_skip=True
[233] bbox_docvqa_id=234 resume_skip=True
[234] bbox_docvqa_id=235 resume_skip=True
[235] bbox_docvqa_id=236 resume_skip=True
[236] bbox_docvqa_id=237 resume_skip=True
[237] bbox_docvqa_id=238 resume_skip=True
[238] bbox_docvqa_id=239 resume_skip=True
[239] bbox_docvqa_id=240 resume_skip=True
[248] bbox_docvqa_id=249 images=11/11 error=True
[219] bbox_docvqa_id=220 images=7/7 error=False
[249] bbox_docvqa_id=250 images=11/11 error=True
[240] bbox_docvqa_id=241 images=11/11 error=True
[220] bbox_docvqa_id=221 images=16/16 error=True
[241] bbox_docvqa_id=242 images=11/11 error=True
[221] bbox_docvqa_id=222 images=16/16 error=True
[242] bbox_docvqa_id=243 images=11/11 error=True
[250] bbox_docvqa_id=251 images=17/17 error=True
[222] bbox_docvqa_id=223 images=16/16 error=True
[223] bbox_docvqa_id=224 images=16/16 error=True
[224] bbox_docvqa_id=225 images=16/16 error=True
[243] bbox_docvqa_id=244 images=11/11 error=True
[251] bbox_docvqa_id=252 images=17/17 error=True
[225] bbox_docvqa_id=226 images=16/16 error=True
[244] bbox_docvqa_id=245 images=11/11 error=True
[226] bbox_docvqa_id=227 images=16/16 error=True
[325] bbox_docvqa_id=326 images=44/44 error=False
[227] bbox_docvqa_id=228 images=16/16 error=True
[252] bbox_docvqa_id=253 images=17/17 error=True
[245] bbox_docvqa_id=246 images=11/11 error=True
[228] bbox_docvqa_id=229 images=16/16 error=True
[229] bbox_docvqa_id=230 images=16/16 error=True
[253] bbox_docvqa_id=254 images=17/17 error=True
[246] bbox_docvqa_id=247 images=11/11 error=True
[539] bbox_docvqa_id=540 images=20/20 error=False
[700] bbox_docvqa_id=701 images=48/48 error=False
[247] bbox_docvqa_id=248 images=11/11 error=True
[254] bbox_docvqa_id=255 images=17/17 error=True
[248] bbox_docvqa_id=249 images=11/11 error=True
[249] bbox_docvqa_id=250 images=11/11 error=True
[255] bbox_docvqa_id=256 images=17/17 error=True
[540] bbox_docvqa_id=541 images=20/20 error=False
[250] bbox_docvqa_id=251 images=17/17 error=True
[256] bbox_docvqa_id=257 images=17/17 error=True
[251] bbox_docvqa_id=252 images=17/17 error=True
[257] bbox_docvqa_id=258 images=17/17 error=True
[541] bbox_docvqa_id=542 images=20/20 error=False
[252] bbox_docvqa_id=253 images=17/17 error=True
[258] bbox_docvqa_id=259 images=17/17 error=True
[701] bbox_docvqa_id=702 images=48/48 error=False
[253] bbox_docvqa_id=254 images=17/17 error=True
[259] bbox_docvqa_id=260 images=17/17 error=True
[260] bbox_docvqa_id=261 resume_skip=True
[261] bbox_docvqa_id=262 resume_skip=True
[262] bbox_docvqa_id=263 resume_skip=True
[263] bbox_docvqa_id=264 resume_skip=True
[264] bbox_docvqa_id=265 resume_skip=True
[265] bbox_docvqa_id=266 resume_skip=True
[266] bbox_docvqa_id=267 resume_skip=True
[267] bbox_docvqa_id=268 resume_skip=True
[268] bbox_docvqa_id=269 resume_skip=True
[269] bbox_docvqa_id=270 resume_skip=True
[270] bbox_docvqa_id=271 resume_skip=True
[271] bbox_docvqa_id=272 resume_skip=True
[272] bbox_docvqa_id=273 resume_skip=True
[273] bbox_docvqa_id=274 resume_skip=True
[274] bbox_docvqa_id=275 resume_skip=True
[275] bbox_docvqa_id=276 resume_skip=True
[276] bbox_docvqa_id=277 resume_skip=True
[254] bbox_docvqa_id=255 images=17/17 error=True
[277] bbox_docvqa_id=278 images=34/34 error=True
[255] bbox_docvqa_id=256 images=17/17 error=True
[150] bbox_docvqa_id=151 images=10/10 error=True
[256] bbox_docvqa_id=257 images=17/17 error=True
[278] bbox_docvqa_id=279 images=34/34 error=True
[257] bbox_docvqa_id=258 images=17/17 error=True
[230] bbox_docvqa_id=231 images=6/6 error=False
[258] bbox_docvqa_id=259 images=17/17 error=True
[702] bbox_docvqa_id=703 images=48/48 error=False
[279] bbox_docvqa_id=280 images=34/34 error=True
[259] bbox_docvqa_id=260 images=17/17 error=True
[260] bbox_docvqa_id=261 resume_skip=True
[261] bbox_docvqa_id=262 resume_skip=True
[262] bbox_docvqa_id=263 resume_skip=True
[263] bbox_docvqa_id=264 resume_skip=True
[264] bbox_docvqa_id=265 resume_skip=True
[265] bbox_docvqa_id=266 resume_skip=True
[266] bbox_docvqa_id=267 resume_skip=True
[267] bbox_docvqa_id=268 resume_skip=True
[268] bbox_docvqa_id=269 resume_skip=True
[269] bbox_docvqa_id=270 resume_skip=True
[270] bbox_docvqa_id=271 resume_skip=True
[271] bbox_docvqa_id=272 resume_skip=True
[272] bbox_docvqa_id=273 resume_skip=True
[273] bbox_docvqa_id=274 resume_skip=True
[274] bbox_docvqa_id=275 resume_skip=True
[275] bbox_docvqa_id=276 resume_skip=True
[276] bbox_docvqa_id=277 resume_skip=True
[280] bbox_docvqa_id=281 images=34/34 error=True
[277] bbox_docvqa_id=278 images=34/34 error=True
[281] bbox_docvqa_id=282 images=34/34 error=True
[278] bbox_docvqa_id=279 images=34/34 error=True
[326] bbox_docvqa_id=327 images=44/44 error=False
[282] bbox_docvqa_id=283 images=34/34 error=True
[703] bbox_docvqa_id=704 images=48/48 error=False
[279] bbox_docvqa_id=280 images=34/34 error=True
[542] bbox_docvqa_id=543 images=20/20 error=False
[231] bbox_docvqa_id=232 images=6/6 error=False
[283] bbox_docvqa_id=284 images=34/34 error=True
[280] bbox_docvqa_id=281 images=34/34 error=True
[543] bbox_docvqa_id=544 images=20/20 error=False
[284] bbox_docvqa_id=285 images=34/34 error=True
[281] bbox_docvqa_id=282 images=34/34 error=True
[285] bbox_docvqa_id=286 images=34/34 error=True
[544] bbox_docvqa_id=545 images=20/20 error=False
[282] bbox_docvqa_id=283 images=34/34 error=True
[704] bbox_docvqa_id=705 images=48/48 error=False
[286] bbox_docvqa_id=287 images=34/34 error=True
[151] bbox_docvqa_id=152 images=10/10 error=True
[283] bbox_docvqa_id=284 images=34/34 error=True
[545] bbox_docvqa_id=546 images=20/20 error=False
[287] bbox_docvqa_id=288 images=31/31 error=True
[284] bbox_docvqa_id=285 images=34/34 error=True
[288] bbox_docvqa_id=289 images=31/31 error=True
[546] bbox_docvqa_id=547 images=20/20 error=False
[289] bbox_docvqa_id=290 images=31/31 error=True
[285] bbox_docvqa_id=286 images=34/34 error=True
[705] bbox_docvqa_id=706 images=48/48 error=False
[290] bbox_docvqa_id=291 images=31/31 error=True
[547] bbox_docvqa_id=548 images=20/20 error=False
[286] bbox_docvqa_id=287 images=34/34 error=True
[291] bbox_docvqa_id=292 images=31/31 error=True
[287] bbox_docvqa_id=288 images=31/31 error=True
[548] bbox_docvqa_id=549 images=20/20 error=False
[292] bbox_docvqa_id=293 images=31/31 error=True
[288] bbox_docvqa_id=289 images=31/31 error=True
[293] bbox_docvqa_id=294 images=31/31 error=True
[289] bbox_docvqa_id=290 images=31/31 error=True
[706] bbox_docvqa_id=707 images=48/48 error=False
[294] bbox_docvqa_id=295 images=31/31 error=True
[290] bbox_docvqa_id=291 images=31/31 error=True
[152] bbox_docvqa_id=153 images=10/10 error=False
[153] bbox_docvqa_id=154 resume_skip=True
[295] bbox_docvqa_id=296 images=31/31 error=True
[232] bbox_docvqa_id=233 images=6/6 error=False
[327] bbox_docvqa_id=328 images=44/44 error=False
[291] bbox_docvqa_id=292 images=31/31 error=True
[549] bbox_docvqa_id=550 images=13/13 error=False
[296] bbox_docvqa_id=297 images=31/31 error=True
[292] bbox_docvqa_id=293 images=31/31 error=True
[297] bbox_docvqa_id=298 images=138/138 error=True
[298] bbox_docvqa_id=299 images=138/138 error=True
[550] bbox_docvqa_id=551 images=13/13 error=False
[293] bbox_docvqa_id=294 images=31/31 error=True
[299] bbox_docvqa_id=300 images=138/138 error=True
[300] bbox_docvqa_id=301 images=138/138 error=True
[551] bbox_docvqa_id=552 images=13/13 error=False
[707] bbox_docvqa_id=708 images=48/48 error=False
[294] bbox_docvqa_id=295 images=31/31 error=True
[301] bbox_docvqa_id=302 images=138/138 error=True
[302] bbox_docvqa_id=303 images=138/138 error=True
[303] bbox_docvqa_id=304 images=138/138 error=True
[295] bbox_docvqa_id=296 images=31/31 error=True
[304] bbox_docvqa_id=305 images=138/138 error=True
[552] bbox_docvqa_id=553 images=13/13 error=False
[305] bbox_docvqa_id=306 images=138/138 error=True
[306] bbox_docvqa_id=307 images=138/138 error=True
[307] bbox_docvqa_id=308 resume_skip=True
[308] bbox_docvqa_id=309 resume_skip=True
[309] bbox_docvqa_id=310 resume_skip=True
[310] bbox_docvqa_id=311 resume_skip=True
[311] bbox_docvqa_id=312 resume_skip=True
[312] bbox_docvqa_id=313 resume_skip=True
[313] bbox_docvqa_id=314 resume_skip=True
[296] bbox_docvqa_id=297 images=31/31 error=True
[297] bbox_docvqa_id=298 images=138/138 error=True
[553] bbox_docvqa_id=554 images=13/13 error=False
[298] bbox_docvqa_id=299 images=138/138 error=True
[314] bbox_docvqa_id=315 images=22/22 error=True
[299] bbox_docvqa_id=300 images=138/138 error=True
[315] bbox_docvqa_id=316 images=22/22 error=True
[300] bbox_docvqa_id=301 images=138/138 error=True
[554] bbox_docvqa_id=555 images=13/13 error=False
[301] bbox_docvqa_id=302 images=138/138 error=True
[316] bbox_docvqa_id=317 images=22/22 error=True
[708] bbox_docvqa_id=709 images=48/48 error=False
[302] bbox_docvqa_id=303 images=138/138 error=True
[303] bbox_docvqa_id=304 images=138/138 error=True
[317] bbox_docvqa_id=318 images=22/22 error=True
[555] bbox_docvqa_id=556 images=13/13 error=False
[304] bbox_docvqa_id=305 images=138/138 error=True
[305] bbox_docvqa_id=306 images=138/138 error=True
[318] bbox_docvqa_id=319 images=22/22 error=True
[306] bbox_docvqa_id=307 images=138/138 error=True
[307] bbox_docvqa_id=308 resume_skip=True
[308] bbox_docvqa_id=309 resume_skip=True
[309] bbox_docvqa_id=310 resume_skip=True
[310] bbox_docvqa_id=311 resume_skip=True
[311] bbox_docvqa_id=312 resume_skip=True
[312] bbox_docvqa_id=313 resume_skip=True
[313] bbox_docvqa_id=314 resume_skip=True
[556] bbox_docvqa_id=557 images=13/13 error=False
[319] bbox_docvqa_id=320 images=22/22 error=True
[314] bbox_docvqa_id=315 images=22/22 error=True
[320] bbox_docvqa_id=321 images=22/22 error=True
[557] bbox_docvqa_id=558 images=13/13 error=False
[315] bbox_docvqa_id=316 images=22/22 error=True
[321] bbox_docvqa_id=322 images=22/22 error=True
[154] bbox_docvqa_id=155 images=10/10 error=True
[155] bbox_docvqa_id=156 resume_skip=True
[558] bbox_docvqa_id=559 images=13/13 error=False
[316] bbox_docvqa_id=317 images=22/22 error=True
[322] bbox_docvqa_id=323 images=22/22 error=True
[233] bbox_docvqa_id=234 images=6/6 error=False
[317] bbox_docvqa_id=318 images=22/22 error=True
[323] bbox_docvqa_id=324 images=22/22 error=True
[318] bbox_docvqa_id=319 images=22/22 error=True
[328] bbox_docvqa_id=329 images=44/44 error=False
[324] bbox_docvqa_id=325 images=44/44 error=True
[319] bbox_docvqa_id=320 images=22/22 error=True
[709] bbox_docvqa_id=710 images=43/43 error=False
[320] bbox_docvqa_id=321 images=22/22 error=True
[325] bbox_docvqa_id=326 images=44/44 error=True
[321] bbox_docvqa_id=322 images=22/22 error=True
[326] bbox_docvqa_id=327 images=44/44 error=True
[322] bbox_docvqa_id=323 images=22/22 error=True
[323] bbox_docvqa_id=324 images=22/22 error=True
[710] bbox_docvqa_id=711 images=43/43 error=False
[234] bbox_docvqa_id=235 images=6/6 error=False
[327] bbox_docvqa_id=328 images=44/44 error=True
[324] bbox_docvqa_id=325 images=44/44 error=True
[328] bbox_docvqa_id=329 images=44/44 error=True
[329] bbox_docvqa_id=330 images=44/44 error=True
[325] bbox_docvqa_id=326 images=44/44 error=True
[711] bbox_docvqa_id=712 images=43/43 error=False
[330] bbox_docvqa_id=331 images=44/44 error=True
[326] bbox_docvqa_id=327 images=44/44 error=True
[331] bbox_docvqa_id=332 images=44/44 error=True
[327] bbox_docvqa_id=328 images=44/44 error=True
[235] bbox_docvqa_id=236 images=6/6 error=False
[559] bbox_docvqa_id=560 images=35/35 error=False
[332] bbox_docvqa_id=333 images=44/44 error=True
[328] bbox_docvqa_id=329 images=44/44 error=True
[156] bbox_docvqa_id=157 images=10/10 error=True
[157] bbox_docvqa_id=158 resume_skip=True
[158] bbox_docvqa_id=159 resume_skip=True
[159] bbox_docvqa_id=160 resume_skip=True
[712] bbox_docvqa_id=713 images=43/43 error=False
[333] bbox_docvqa_id=334 images=44/44 error=True
[329] bbox_docvqa_id=330 images=44/44 error=True
[160] bbox_docvqa_id=161 images=22/22 error=True
[334] bbox_docvqa_id=335 images=18/18 error=True
[560] bbox_docvqa_id=561 images=35/35 error=False
[329] bbox_docvqa_id=330 images=44/44 error=False
[335] bbox_docvqa_id=336 images=18/18 error=True
[330] bbox_docvqa_id=331 images=44/44 error=True
[336] bbox_docvqa_id=337 images=18/18 error=True
[337] bbox_docvqa_id=338 images=18/18 error=True
[331] bbox_docvqa_id=332 images=44/44 error=True
[161] bbox_docvqa_id=162 images=22/22 error=True
[713] bbox_docvqa_id=714 images=43/43 error=False
[338] bbox_docvqa_id=339 images=18/18 error=True
[561] bbox_docvqa_id=562 images=35/35 error=False
[236] bbox_docvqa_id=237 images=6/6 error=False
[332] bbox_docvqa_id=333 images=44/44 error=True
[339] bbox_docvqa_id=340 images=18/18 error=True
[162] bbox_docvqa_id=163 images=22/22 error=True
[340] bbox_docvqa_id=341 images=18/18 error=True
[333] bbox_docvqa_id=334 images=44/44 error=True
[341] bbox_docvqa_id=342 images=18/18 error=True
[334] bbox_docvqa_id=335 images=18/18 error=True
[342] bbox_docvqa_id=343 images=18/18 error=True
[335] bbox_docvqa_id=336 images=18/18 error=True
[343] bbox_docvqa_id=344 images=18/18 error=True
[562] bbox_docvqa_id=563 images=35/35 error=False
[714] bbox_docvqa_id=715 images=43/43 error=False
[163] bbox_docvqa_id=164 images=22/22 error=True
[336] bbox_docvqa_id=337 images=18/18 error=True
[344] bbox_docvqa_id=345 images=17/17 error=True
[337] bbox_docvqa_id=338 images=18/18 error=True
[345] bbox_docvqa_id=346 images=17/17 error=True
[338] bbox_docvqa_id=339 images=18/18 error=True
[346] bbox_docvqa_id=347 images=17/17 error=True
[164] bbox_docvqa_id=165 images=22/22 error=True
[339] bbox_docvqa_id=340 images=18/18 error=True
[347] bbox_docvqa_id=348 images=17/17 error=True
[237] bbox_docvqa_id=238 images=6/6 error=False
[563] bbox_docvqa_id=564 images=35/35 error=False
[340] bbox_docvqa_id=341 images=18/18 error=True
[348] bbox_docvqa_id=349 images=17/17 error=True
[341] bbox_docvqa_id=342 images=18/18 error=True
[715] bbox_docvqa_id=716 images=43/43 error=False
[165] bbox_docvqa_id=166 images=22/22 error=True
[349] bbox_docvqa_id=350 images=17/17 error=True
[350] bbox_docvqa_id=351 images=17/17 error=True
[342] bbox_docvqa_id=343 images=18/18 error=True
[351] bbox_docvqa_id=352 images=17/17 error=True
[343] bbox_docvqa_id=344 images=18/18 error=True
[564] bbox_docvqa_id=565 images=35/35 error=False
[352] bbox_docvqa_id=353 images=17/17 error=True
[166] bbox_docvqa_id=167 images=22/22 error=True
[344] bbox_docvqa_id=345 images=17/17 error=True
[353] bbox_docvqa_id=354 images=17/17 error=True
[354] bbox_docvqa_id=355 resume_skip=True
[355] bbox_docvqa_id=356 resume_skip=True
[356] bbox_docvqa_id=357 resume_skip=True
[357] bbox_docvqa_id=358 resume_skip=True
[358] bbox_docvqa_id=359 resume_skip=True
[359] bbox_docvqa_id=360 resume_skip=True
[360] bbox_docvqa_id=361 resume_skip=True
[361] bbox_docvqa_id=362 resume_skip=True
[362] bbox_docvqa_id=363 resume_skip=True
[363] bbox_docvqa_id=364 resume_skip=True
[364] bbox_docvqa_id=365 resume_skip=True
[345] bbox_docvqa_id=346 images=17/17 error=True
[365] bbox_docvqa_id=366 images=20/20 error=True
[716] bbox_docvqa_id=717 images=43/43 error=False
[346] bbox_docvqa_id=347 images=17/17 error=True
[366] bbox_docvqa_id=367 images=20/20 error=True
[347] bbox_docvqa_id=348 images=17/17 error=True
[167] bbox_docvqa_id=168 images=22/22 error=True
[238] bbox_docvqa_id=239 images=6/6 error=False
[565] bbox_docvqa_id=566 images=35/35 error=False
[367] bbox_docvqa_id=368 images=20/20 error=True
[348] bbox_docvqa_id=349 images=17/17 error=True
[368] bbox_docvqa_id=369 images=20/20 error=True
[349] bbox_docvqa_id=350 images=17/17 error=True
[330] bbox_docvqa_id=331 images=44/44 error=False
[168] bbox_docvqa_id=169 images=22/22 error=True
[350] bbox_docvqa_id=351 images=17/17 error=True
[369] bbox_docvqa_id=370 images=20/20 error=True
[351] bbox_docvqa_id=352 images=17/17 error=True
[370] bbox_docvqa_id=371 images=20/20 error=True
[717] bbox_docvqa_id=718 images=43/43 error=False
[566] bbox_docvqa_id=567 images=35/35 error=False
[371] bbox_docvqa_id=372 images=20/20 error=True
[352] bbox_docvqa_id=353 images=17/17 error=True
[169] bbox_docvqa_id=170 images=22/22 error=True
[170] bbox_docvqa_id=171 resume_skip=True
[171] bbox_docvqa_id=172 resume_skip=True
[172] bbox_docvqa_id=173 resume_skip=True
[173] bbox_docvqa_id=174 resume_skip=True
[174] bbox_docvqa_id=175 resume_skip=True
[175] bbox_docvqa_id=176 resume_skip=True
[176] bbox_docvqa_id=177 resume_skip=True
[177] bbox_docvqa_id=178 resume_skip=True
[178] bbox_docvqa_id=179 resume_skip=True
[179] bbox_docvqa_id=180 resume_skip=True
[180] bbox_docvqa_id=181 resume_skip=True
[181] bbox_docvqa_id=182 resume_skip=True
[182] bbox_docvqa_id=183 resume_skip=True
[183] bbox_docvqa_id=184 resume_skip=True
[184] bbox_docvqa_id=185 resume_skip=True
[185] bbox_docvqa_id=186 resume_skip=True
[186] bbox_docvqa_id=187 resume_skip=True
[187] bbox_docvqa_id=188 resume_skip=True
[188] bbox_docvqa_id=189 resume_skip=True
[189] bbox_docvqa_id=190 resume_skip=True
[190] bbox_docvqa_id=191 images=69/69 error=True
[372] bbox_docvqa_id=373 images=20/20 error=True
[353] bbox_docvqa_id=354 images=17/17 error=True
[354] bbox_docvqa_id=355 resume_skip=True
[355] bbox_docvqa_id=356 resume_skip=True
[356] bbox_docvqa_id=357 resume_skip=True
[357] bbox_docvqa_id=358 resume_skip=True
[358] bbox_docvqa_id=359 resume_skip=True
[359] bbox_docvqa_id=360 resume_skip=True
[360] bbox_docvqa_id=361 resume_skip=True
[361] bbox_docvqa_id=362 resume_skip=True
[362] bbox_docvqa_id=363 resume_skip=True
[363] bbox_docvqa_id=364 resume_skip=True
[364] bbox_docvqa_id=365 resume_skip=True
[191] bbox_docvqa_id=192 images=69/69 error=True
[192] bbox_docvqa_id=193 images=69/69 error=True
[193] bbox_docvqa_id=194 images=69/69 error=True
[373] bbox_docvqa_id=374 images=20/20 error=True
[365] bbox_docvqa_id=366 images=20/20 error=True
[194] bbox_docvqa_id=195 images=69/69 error=True
[195] bbox_docvqa_id=196 images=69/69 error=True
[374] bbox_docvqa_id=375 images=20/20 error=True
[196] bbox_docvqa_id=197 images=69/69 error=True
[366] bbox_docvqa_id=367 images=20/20 error=True
[197] bbox_docvqa_id=198 images=69/69 error=True
[567] bbox_docvqa_id=568 images=35/35 error=False
[198] bbox_docvqa_id=199 images=69/69 error=True
[375] bbox_docvqa_id=376 images=44/44 error=True
[199] bbox_docvqa_id=200 images=69/69 error=True
[367] bbox_docvqa_id=368 images=20/20 error=True
[718] bbox_docvqa_id=719 images=43/43 error=False
[200] bbox_docvqa_id=201 images=21/21 error=True
[239] bbox_docvqa_id=240 images=6/6 error=False
[376] bbox_docvqa_id=377 images=44/44 error=True
[368] bbox_docvqa_id=369 images=20/20 error=True
[201] bbox_docvqa_id=202 images=21/21 error=True
[377] bbox_docvqa_id=378 images=44/44 error=True
[369] bbox_docvqa_id=370 images=20/20 error=True
[202] bbox_docvqa_id=203 images=21/21 error=True
[568] bbox_docvqa_id=569 images=6/6 error=False
[719] bbox_docvqa_id=720 images=10/10 error=False
[370] bbox_docvqa_id=371 images=20/20 error=True
[203] bbox_docvqa_id=204 images=21/21 error=True
[378] bbox_docvqa_id=379 images=44/44 error=True
[371] bbox_docvqa_id=372 images=20/20 error=True
[204] bbox_docvqa_id=205 images=21/21 error=True
[379] bbox_docvqa_id=380 images=44/44 error=True
[569] bbox_docvqa_id=570 images=6/6 error=False
[205] bbox_docvqa_id=206 images=21/21 error=True
[372] bbox_docvqa_id=373 images=20/20 error=True
[380] bbox_docvqa_id=381 images=44/44 error=True
[720] bbox_docvqa_id=721 images=10/10 error=False
[206] bbox_docvqa_id=207 images=21/21 error=True
[570] bbox_docvqa_id=571 images=6/6 error=False
[381] bbox_docvqa_id=382 images=18/18 error=True
[373] bbox_docvqa_id=374 images=20/20 error=True
[207] bbox_docvqa_id=208 images=21/21 error=True
[382] bbox_docvqa_id=383 images=18/18 error=True
[374] bbox_docvqa_id=375 images=20/20 error=True
[208] bbox_docvqa_id=209 images=21/21 error=True
[383] bbox_docvqa_id=384 images=18/18 error=True
[721] bbox_docvqa_id=722 images=10/10 error=False
[384] bbox_docvqa_id=385 images=18/18 error=True
[209] bbox_docvqa_id=210 images=21/21 error=True
[210] bbox_docvqa_id=211 resume_skip=True
[211] bbox_docvqa_id=212 resume_skip=True
[212] bbox_docvqa_id=213 resume_skip=True
[213] bbox_docvqa_id=214 resume_skip=True
[214] bbox_docvqa_id=215 resume_skip=True
[215] bbox_docvqa_id=216 resume_skip=True
[216] bbox_docvqa_id=217 resume_skip=True
[217] bbox_docvqa_id=218 resume_skip=True
[218] bbox_docvqa_id=219 resume_skip=True
[219] bbox_docvqa_id=220 resume_skip=True
[375] bbox_docvqa_id=376 images=44/44 error=True
